transaction_id,wallet_id,amount_usd,type,transaction_timestamp
77221afa-bcd5-45da-8b4c-7442deecacc7,b6dadeb1-1842-4175-b6d8-10dac76a3370,529.0,debit,2024-12-11T06:47:02
86597ab2-7ec3-434d-bcd2-ebf92e913a8c,1469f32a-ec43-4356-acd7-926bfbb83594,271.01,debit,2024-08-19T20:10:45
b0d065fb-19b2-4986-933e-d5da39f24e1e,f12b088d-b955-49b5-a824-9543229ecb68,683.29,debit,2024-01-13T02:32:32
ab79595e-979d-4758-81b9-382ced3ca3d5,430bfa10-9809-4c8d-933c-c76e6f6cfbad,791.0,debit,2024-01-05T08:36:54
9f0131c8-9a7c-447d-b50b-6326c3b35ac1,7afd37a8-a93a-4e73-be15-e7e488b2357b,533.71,credit,2023-04-28T09:20:33
81a2fbe3-21cc-4aff-b59a-a9f4086bf44d,c2429b25-8c3d-4860-80a9-5f10af44d787,654.67,credit,2024-01-10T22:33:07
c50334b5-4f70-4c0c-81b3-b62f3211d963,1cefe881-d3db-489c-ad51-b2630f192a4c,40.0,debit,2024-10-12T06:01:13
99467723-d98d-4646-b359-b079e30a06ca,29a60bf9-6ee5-48fa-87ea-ac47d3c25de1,106.01,credit,2024-05-03T10:57:11
3397ee2a-d5b8-4cd7-9de7-da1e24353e14,1744c48f-10e4-46d6-b98c-005d74024d68,855.3,credit,2023-08-31T20:24:28
14e28f87-f48a-4899-9c31-70f6fedbb596,e4a4eb9d-795b-4057-afa5-7b304d841681,360.58,credit,2023-10-19T16:50:07
30f2703b-dd0c-4ce6-918e-4125beb30e34,944f3ca0-17e5-4fdb-9762-6eaa320c42c1,799.32,credit,2024-02-15T18:36:06
7d84e8ad-5202-41f3-85be-423738e965bc,afa69e4d-ab0a-432e-95cd-82b46e7c88c4,991.28,debit,2023-06-19T13:56:23
99f18eb6-9ae8-4134-b517-2e99e814a872,381f8ae8-329e-4d94-a797-c463a36f30c6,885.97,debit,2023-08-11T21:07:24
6de4abe1-7d5d-49dc-b752-22b869ed0350,52fcd053-58e9-432c-bb7f-50ba3faf2a26,362.83,credit,2024-01-07T08:38:21
7947828e-629b-4b82-9754-371c02ec647e,4cdc4918-f9bc-4280-a961-4ced71bd7d97,834.49,debit,2024-12-21T19:13:55
44a536e9-fedd-434c-b884-a6b60f0b975a,ac7efe67-4656-4c2d-8240-a07ab6cdf26d,53.87,credit,2024-07-25T01:52:32
87062f69-0bad-4fc4-bbdc-81ba6fc66d38,52401c76-4c57-4adf-8810-c4212cb38544,706.65,debit,2024-10-22T10:21:54
346d09b5-b89f-4f2e-ad73-c409fdb534d9,1f081949-b0fc-4f53-8d4c-a57b22b21e06,762.81,credit,2024-10-02T08:01:45
3be9d5d3-52dd-4433-b63a-64b40a9ea155,864597f1-6d1f-4345-8a17-bc5be59b40fa,424.62,credit,2024-08-16T12:09:21
cf172c74-949e-442e-a5aa-f45694087f2c,7f78ceb9-091f-42ac-9675-3bf1bdfd1b49,880.93,debit,2024-03-15T17:03:02
ae6f2d84-3054-45f2-828b-d6d1a2d7a303,eb1fe386-597a-49ef-a56e-5737dd879486,39.95,credit,2023-07-31T17:09:43
c294c684-f883-48f8-91fb-b8c4d22b22fd,feb89d74-a3d8-443b-86a2-e819d928c08d,727.49,credit,2023-06-15T05:07:39
a0333062-1049-479a-bb3a-57d65c185ae7,e4a4eb9d-795b-4057-afa5-7b304d841681,439.08,debit,2023-07-15T19:22:44
cfc4c0f5-b151-40e0-863c-69b1b3cd9ca8,86d81b04-1dc5-4d50-9f31-4c7a1534be1f,296.76,credit,2023-12-17T02:34:42
cdb82323-be39-4f17-9be0-80fecf07aff2,967443c7-132c-4455-b61a-572d38082fec,16.48,debit,2024-11-16T00:01:12
2e9354f0-0de3-4e07-852c-6b105827785f,ddce0ca7-e8fd-4a75-9f74-12d634950050,570.76,credit,2023-06-01T12:58:03
86225c7a-59a2-4b5c-9f44-5e94e404a74b,feb89d74-a3d8-443b-86a2-e819d928c08d,216.33,credit,2024-10-11T10:12:42
3ae5288e-3962-416a-b493-5d6cc74be4e2,29c81b5f-2d49-42dc-b488-ceab787a6aa8,841.52,debit,2024-11-07T02:51:09
47831e11-19f3-42d1-a28e-561fe66407d3,ce76a911-661c-417f-b994-203846693438,179.01,debit,2023-09-12T18:00:57
09bf5172-1ba6-400e-8a8f-5e51bda3b55f,76ac28d2-98a9-4ae1-977e-033e8c8a7688,171.16,credit,2023-11-26T06:57:26
1aff8bd0-c9a5-41e0-9e4d-a56d2f245138,0e9a5b7c-ce64-4d35-a16b-8426f955f641,269.43,debit,2024-01-28T03:20:48
1696333f-885f-40d9-9ece-8ff7c3a83157,332f8d3c-677b-4eb3-a6b1-b6697e88935e,970.78,credit,2024-01-11T01:59:40
74b55d44-9153-4002-93fa-9ec06c0c46bb,29c81b5f-2d49-42dc-b488-ceab787a6aa8,74.88,credit,2024-06-16T23:04:00
37fc6eb3-9245-4587-9ac8-dd9369f3565b,ca185790-88a2-4d14-8ddc-a8f862e1dfa1,232.27,credit,2023-02-11T22:12:52
b82dcd89-2e79-4de7-b912-886b24c2ac24,4035a456-28fd-4705-9d5b-bf968852c618,717.23,credit,2023-04-14T16:23:24
00eb0896-e00a-4ebe-a8da-c8200b486e0f,21544a6a-243c-45bc-abe3-a5020424ed2e,415.87,credit,2024-04-19T16:46:32
e43f361a-0a97-4b8a-90f7-5fe16e1d8919,4ee110a0-5fa2-4bdc-893d-5ffb8b07a65e,587.96,credit,2024-04-06T22:58:06
7ef38c76-8e61-4f36-8897-abeb23bb6e38,53ea3813-695c-47b3-ac49-27c89f1a22d9,94.16,credit,2023-01-03T10:46:44
dc482699-d24d-4227-aa97-59e7732dc415,671a3d54-30c4-4fb6-9812-2cee0e820f59,867.86,debit,2023-01-09T22:32:30
a818910f-b4ee-4f77-86db-086c02c5e1b6,b408815c-d5cb-4360-9bcc-31b3b44dc93f,935.32,credit,2023-12-30T11:15:28
c2481179-3138-496e-95b7-8cb6065ed4b9,8d78a57c-3117-478d-886e-df9448225b0a,147.08,debit,2023-02-14T02:03:43
31baffbb-e5a3-4dd4-bb3f-60280ebd77df,91c0c632-8215-4f46-9933-9c1d6a2c57a4,739.27,debit,2023-10-14T00:38:29
89f01391-a563-4a85-9cc5-35f55ce0eef9,ca185790-88a2-4d14-8ddc-a8f862e1dfa1,387.43,debit,2023-06-16T18:34:27
a301fb65-9b97-41c6-b618-2b0a6d9ebff2,8c0f37e2-b450-4551-bbe3-d2dcb5597d93,241.89,credit,2023-04-03T04:09:37
254896de-2e01-47b1-ba5f-e445c0827ea0,f12eb30a-4bd8-439a-ac9a-23fd94560302,57.78,credit,2023-08-11T12:05:54
9d81358d-cff7-439e-a1f8-df8e8f5ae0ee,4e48a020-c26f-4f3a-b147-f9e40edbf21f,78.51,debit,2024-11-24T10:55:21
d0e83ebc-64ec-4361-b819-4e5dd4e78151,52081abd-bc04-4b0a-acc2-e572fbcf6e9a,430.03,credit,2023-12-06T01:35:02
e9bfecef-1d1e-4231-ac21-70a9b21b6b60,045cbdec-45b6-4cfb-9bb4-987e58e856ee,350.86,debit,2024-05-24T00:26:21
a8b8d3e3-601b-412e-b2fe-08f598133584,5bb265e8-6bee-46a1-90fc-d944b2eccf6a,44.96,debit,2024-03-29T08:29:48
488d3597-1a45-48cf-ad47-77283c74c856,e4d1a3d7-920d-4fbc-bf0d-7e5f3260f087,285.68,credit,2024-07-31T23:28:01
7e5a4c81-7ff5-4727-ba33-8b298ee18801,eb1fe386-597a-49ef-a56e-5737dd879486,841.01,credit,2023-01-06T21:31:34
00c23c28-e457-4649-b2c4-661274ce8852,d6fea7c7-8353-4d53-ae37-efd464f50dc1,12.81,credit,2024-01-16T18:47:01
079bafc8-21e2-4a33-9d4a-aa4fd027db13,42a0981f-c846-4845-a8fc-3081e74307de,92.97,debit,2024-02-07T10:25:49
fc3d39c0-4bc7-4b33-ba6c-6bd66cc43ee5,c6d9e4af-eee4-47a3-ac21-0a5363a2b3ac,839.84,credit,2023-12-13T14:20:22
b046751b-974c-4be6-bb26-c5d7f010fc06,b251d5c9-83e6-4b62-8e9e-1d1df579d77d,475.13,credit,2023-03-01T15:20:55
7b39d253-712f-4496-9f77-9613c9247533,cca78c15-b7df-4763-86b8-5da13ecccea6,908.87,debit,2023-07-24T14:58:18
723a2b94-412a-44a3-9c80-f9fa6ff5ca65,5c4cc01e-360c-46cf-b7a3-316953758c1d,381.2,credit,2023-01-31T00:55:36
35d849fd-4685-4f7d-bea9-710c88952f08,ea8bfd5d-8b94-4266-bee1-53c889a69917,208.3,credit,2023-06-22T00:40:40
3aaaf6da-1de2-4b21-abbb-8bb2771d60ff,970a7b41-d6c5-4dae-8b4d-a1087fcca2c2,884.24,debit,2024-06-20T19:39:28
e3118f7d-0608-4db1-9bc6-6540c5f4a7d4,b408815c-d5cb-4360-9bcc-31b3b44dc93f,162.3,debit,2023-07-05T02:41:28
62668fe8-b571-43ca-8ec8-017ae5ff6350,26ab75ea-ce51-43af-9dbe-93794dd558df,82.43,debit,2024-03-08T14:59:52
13ed1673-3aaa-44ea-a3f3-cd883c116778,873e7401-0f2d-46ea-b0b8-dd478aabef96,232.71,credit,2024-09-04T03:57:46
1156616d-c467-4064-9730-d3ada110dcf4,2e3f052e-0b9e-4a54-9f4f-327911e620af,201.12,debit,2024-02-23T23:31:57
34af257b-1f4f-4fbe-ab97-10b88a5a0c4a,d50f9c79-e9d9-429d-9f5c-06a8e5d72cde,391.79,credit,2023-02-25T11:28:56
1726351f-178a-4edb-819d-eb1387ffd8b2,6d083408-3023-42c6-879e-c254a23852ec,476.97,debit,2023-09-26T01:04:41
232ae480-53f9-4a5d-a4b6-c75c6a457f1f,dd57def1-bd87-4ab7-b04b-22601d1b69b0,507.75,debit,2023-02-09T10:46:25
c9bd8835-982d-47b7-a1d5-2af041784855,66660483-7d4c-4526-b99b-6772477402c1,58.26,debit,2023-04-03T01:52:36
1d4a91f1-f77a-4e8d-b01a-c1042404ba79,e4539918-023c-4c26-9761-fe8525e1007e,481.76,debit,2023-08-22T04:58:16
295b5c0a-f819-47a7-a55b-25a3fc59ffd7,cab5dfae-06f0-407b-afda-5a18e714ffb1,945.53,credit,2024-03-11T08:46:51
e744eb04-8bb9-40ea-9e01-13b7da69570c,989809d0-7f6f-4606-aee8-62548e511799,544.56,credit,2024-10-20T01:35:43
e80f17f7-0c6e-4c38-87d6-51a076c3fab5,a88d5769-881b-4b2a-b470-2da418c21882,376.92,debit,2024-12-17T14:10:56
dd3e9644-6af7-4f7c-8aab-5a3df301cfbc,afaee87d-dbb9-487b-954b-79a8f2de6fd6,413.02,credit,2024-09-01T21:08:12
d833f49c-c943-4ab4-8918-4580b697511a,222405ac-a69b-49e1-9061-59d2ea806054,34.68,debit,2023-05-03T22:34:23
c8f61a51-e772-4eeb-bbf4-bcd01b99c96d,b05b0918-9c8e-4238-b822-fa13605f24d6,583.83,debit,2024-05-19T14:55:40
698590ab-fadc-4cb9-a7cc-84cd3931c6cd,3d55d84b-e5a8-4b02-b3d8-ea389a109551,858.65,credit,2024-03-08T08:38:23
cf1bb428-5ba9-4dfd-a49f-5a685d558e60,65be0d05-803f-47f6-87f0-a57dd89cc620,605.17,debit,2024-05-24T08:15:53
a22efbf5-c479-4f8d-a9c0-41ca58881017,87a1bfb9-9483-44b5-9bc3-572649c1e8b9,160.74,credit,2024-10-26T10:38:00
26c59caf-b676-48d5-b65e-1a544d4d2347,ca37be20-0500-48f7-b36c-6481191d7982,235.83,credit,2023-11-22T07:18:03
9659ee42-9a45-43ec-a4c0-2ab1c5abeb70,1cefe881-d3db-489c-ad51-b2630f192a4c,228.07,credit,2023-10-10T22:31:19
c15304ba-957b-4d40-aeff-166558ab155e,8dd4cdc3-8b55-40d5-adc7-146f5f6ef26c,27.25,debit,2023-06-20T14:50:36
948efa17-d529-4424-bc20-8af0198698f6,35a1ed2a-720d-4ceb-9b42-9047f7e8aa24,701.34,credit,2023-09-19T16:58:21
73425e01-fb6b-4ca1-93e5-a6a8bc749ab0,4e48a020-c26f-4f3a-b147-f9e40edbf21f,444.57,debit,2023-04-18T00:28:51
4e8523bc-5b1b-4382-8e19-fd8edde0ebc4,92dd36cb-9c9e-424e-8982-572b4f31e28a,119.2,debit,2023-07-22T14:49:08
c4e83512-4742-459b-8837-21ac91dd66a8,fb9471ba-f56f-42c5-b7b2-13a99c80f914,568.33,credit,2024-01-17T07:56:22
6550dfba-c044-46e2-b2a7-3ff1ab1866bf,02b31afc-cc72-44e6-b156-b9d1e2505510,767.1,debit,2024-08-05T09:30:14
5b4e375d-16ae-435f-9c43-b9087ded4401,593b79c6-4598-44cb-a723-b13e1050d71b,208.5,debit,2023-07-17T14:59:49
94a3a814-86c7-406d-bd75-10200249e86f,1f081949-b0fc-4f53-8d4c-a57b22b21e06,503.97,debit,2023-09-08T19:18:59
0f44d2f1-01d8-440d-9386-f3bb500a6726,ffa827e7-3bd2-4ed4-84b5-c6cfabf1d748,710.31,debit,2024-07-28T06:26:20
5feb656a-2cee-4a04-b8fa-71cf38837464,970a7b41-d6c5-4dae-8b4d-a1087fcca2c2,471.29,debit,2024-08-01T22:08:23
3dae1bfe-ccc4-45b8-a144-56282f268f14,0c7e8e48-52fd-4d27-9c18-8ff45688dc78,631.61,debit,2024-08-04T18:37:27
934a6e8e-956e-4fcf-82c6-f5a08b0d9e53,21544a6a-243c-45bc-abe3-a5020424ed2e,688.95,debit,2023-06-10T14:51:21
c3a4a09c-4408-4efb-887f-537db5f68fa4,e4d1a3d7-920d-4fbc-bf0d-7e5f3260f087,874.44,debit,2024-01-26T08:30:43
f4d74382-8b96-4740-886c-e5249622e01b,d7a6745f-9644-4e58-ab9d-4b7c16081c5a,655.38,debit,2024-03-05T09:00:29
41282996-0c69-49ff-a5dd-eb4ff2902033,7f78ceb9-091f-42ac-9675-3bf1bdfd1b49,250.65,debit,2023-06-02T03:55:16
c541a1f9-4e1d-437a-ae83-c716cece5f98,389393a3-c181-48ed-a11a-fe98b7c4b898,11.06,debit,2023-09-04T02:27:31
acb7c5fa-9c80-4ec4-b519-cbe62c083f32,74c1784e-69cc-4936-8ac0-fc0dcaa0175c,620.11,credit,2023-08-24T06:40:46
289c8e65-59f1-4837-aa7d-997be5e64dec,792d1590-9229-471a-9f84-7cad477dc63a,141.65,credit,2024-08-09T15:58:52
10da8312-e8e9-462e-8e60-0a27bbf77c37,b05b0918-9c8e-4238-b822-fa13605f24d6,461.24,debit,2024-03-30T21:12:04
380d7a7c-127e-4a33-8de3-109b1c0a9054,03dc2f8d-b27e-47f6-8be8-7ae1f3340b7e,742.05,debit,2024-11-29T17:48:03
e4a73fde-d95a-4948-a067-0779c681dd7d,717a6022-62cf-4994-a4a6-5594ac5ee67f,499.33,credit,2023-07-15T04:34:22
fcd5cf03-f642-400f-a314-0caa481b84d1,9096b4a9-a06f-4d46-b500-b5366e2d97dd,289.79,debit,2023-10-23T05:43:43
3bb8f5f2-a966-4b9c-9f9f-009ddacda160,222405ac-a69b-49e1-9061-59d2ea806054,712.09,debit,2023-06-01T17:11:35
6dfead46-dd64-40c0-8bf5-fec2c14936bd,0e9a5b7c-ce64-4d35-a16b-8426f955f641,932.21,debit,2024-10-15T19:20:49
f8b644d0-a02d-4a22-b948-7030b75023cf,66034567-cf41-4c0c-b34c-029390b5356e,138.24,debit,2023-02-26T12:12:55
e50c3e41-31e9-407e-8579-4f657b991800,857edb8a-5eec-4378-a79c-875ee36c4104,438.18,credit,2023-11-21T03:26:57
be2f9177-b7fa-4ac3-bf4a-f813b5ba5e0e,2efef6b2-07d3-448e-8d5a-b576bc5f7db0,954.09,debit,2024-10-13T16:11:12
d84bdf3c-0e4f-4ae8-b965-f75d9e18a844,d7a837bf-9204-469a-8bd1-d4ecf9ae5f24,934.77,credit,2024-06-03T12:26:21
6cbbba19-f1eb-4f8f-ae6b-0112eb56b17d,1744c48f-10e4-46d6-b98c-005d74024d68,117.29,debit,2024-09-06T03:38:45
e90351a2-b8d4-46ad-ad45-7420d284617e,b9aa7082-892e-4c4e-a68f-3085471fd95a,877.53,credit,2023-06-05T04:57:39
db7b09c6-fbaa-4c0f-86bd-e02c1a473c1a,970a7b41-d6c5-4dae-8b4d-a1087fcca2c2,168.72,debit,2024-03-21T00:38:33
9c4aa694-cf41-4076-b675-55df3d4210d0,ff3b7f1f-a72a-4c6f-b01d-792410d50956,206.22,debit,2024-07-25T00:44:19
21f145a4-e2f8-42c1-b0f5-5072a56bc706,d797fc8a-959e-4889-9b11-616e011e1871,534.86,credit,2024-07-26T11:02:09
f495b080-0f3d-40d9-8f8e-010b1b5d1399,f576e6b3-1eb3-432c-a053-b37f47ae82b2,565.45,credit,2024-06-10T03:42:12
20bab66f-cf38-4811-813b-f4fae5dfd733,c96315f6-c959-4f79-a570-7b00ed0e17eb,892.83,debit,2023-03-12T07:27:56
b19ff5e5-2fe0-4880-8f96-19dbf704e39c,5386aef1-f69f-43ba-a0a5-bfbbae2095a5,798.61,credit,2023-05-08T05:22:19
5f285a84-c194-4fe7-8a9a-61105a84040a,99d9649d-f77b-4c55-afbc-73f0fcc5dbd6,354.18,credit,2024-01-22T06:01:49
c2121616-51d9-42b8-a927-c07fb9ada64f,92c1f0e7-9cf4-49d6-b2b3-07f454a0c3f1,361.41,debit,2023-12-01T13:09:32
e76e6017-6e56-44b0-a9a8-082b99a54ac6,b6ecb95c-32a1-4bf7-9c31-319e04a0f343,640.59,credit,2024-08-06T08:01:17
76ebbdcf-a9af-42b9-9737-c6270740ffea,ac6dda20-2d1b-4ac8-8013-d69207f4a4a7,916.9,credit,2024-10-17T19:55:31
676f479f-f059-41fc-b95d-c30a195a5eaf,1ca1d6aa-e38a-4baa-b51d-200abd8c31d1,593.76,credit,2024-11-30T06:51:43
30bc30e0-78f1-4b9e-be0d-185751f4d19e,31d316bb-d7db-432b-b52c-34d824034f4f,616.32,credit,2023-10-10T23:22:17
d635f942-4c61-41e1-8e60-876f53f06553,8ec81a2c-514b-4e30-a86f-98e232589cba,119.83,debit,2023-06-27T08:23:40
6e62f8ad-17fc-4a2f-807e-2f07f2195d59,86d81b04-1dc5-4d50-9f31-4c7a1534be1f,46.05,credit,2023-08-26T17:12:33
b5a6eb93-bec4-41cc-84d4-58e28ad18ec9,970a7b41-d6c5-4dae-8b4d-a1087fcca2c2,384.56,credit,2024-04-12T15:04:05
27897f8c-bdac-45e6-afd7-9591e9d3b22d,5bb265e8-6bee-46a1-90fc-d944b2eccf6a,840.96,credit,2023-03-01T17:17:26
b5b9e266-39be-4005-bb3c-d49594a27dec,4754cc88-5732-450b-b809-50595d07b3a8,207.34,credit,2024-01-30T19:12:19
7aa54f9a-4c07-40c7-be55-5a0086a5d9a8,0f92632d-9030-405b-a819-cf25a0b55ecc,134.42,debit,2024-01-08T04:19:50
d1634a12-11ca-4c59-94c3-ba0452ada2e5,b6ecb95c-32a1-4bf7-9c31-319e04a0f343,397.24,debit,2024-01-22T20:17:25
a1d7687c-1b0c-4dcb-951f-c1ff7d1c12aa,7f78ceb9-091f-42ac-9675-3bf1bdfd1b49,308.92,debit,2023-01-08T19:49:27
018cc5d2-d5f4-49ab-98c8-2b000fa34ebd,06f35c95-1987-4148-b84f-abdb5e745604,16.92,debit,2024-12-19T17:44:31
f9d3deec-136f-4b41-9558-9b3e9f3e5f10,b914f946-8861-4017-aca9-5ad4e47dc453,30.22,debit,2023-12-17T21:36:27
c62419cd-50b3-4445-b619-b8464a4c2fef,389393a3-c181-48ed-a11a-fe98b7c4b898,503.9,debit,2023-07-13T16:42:45
148f7763-d9a6-4dda-8a79-b7449014b43f,21544a6a-243c-45bc-abe3-a5020424ed2e,807.9,credit,2024-10-20T16:28:24
0e6cd8ba-3ca9-446b-a577-038ab1edcb5b,cdd2dfa1-18da-477b-923d-79a966a3d8c7,592.28,credit,2024-11-17T07:30:31
447089b5-773f-4992-8c33-597935650b91,b914f946-8861-4017-aca9-5ad4e47dc453,995.19,credit,2023-03-22T01:54:15
9f5f8293-9971-414d-8693-85d0d48e1061,d3535db9-7ae6-4cfa-8cbc-dd8afd17455a,854.77,debit,2024-05-27T17:22:34
4bc0fe01-08f2-494c-b063-5b43d752927a,92537204-041b-4998-bff4-380291626d41,978.37,credit,2024-12-12T02:35:34
ccd1dace-554b-4e4f-a1e2-4f0fa544c93e,9e078a70-0b19-41c8-a7ac-cd6094321cdc,357.45,debit,2024-11-01T02:19:01
e7609581-bbc2-4898-904b-2b4da5a02a47,fb3d8944-2665-4053-a1bb-8e39f0c395e6,343.4,debit,2024-04-12T20:47:01
7b24e4bf-d510-4b75-8a18-a869421c6c03,67840e2b-6a56-4b97-9381-d3137d1ee94f,616.7,debit,2024-06-04T03:30:31
5b216843-8316-4a1e-92e2-42a351f029b6,4183df68-6b69-46a6-bcc0-9aaebc175277,212.38,debit,2024-10-31T08:02:51
3ab01f63-9cd0-4431-85eb-ab9e0aec3c76,8693e97f-077d-42a3-8978-6786121682f2,970.94,debit,2023-02-03T08:54:01
c82ed8a5-decb-40c3-b8af-42ca9e6000c4,0799b009-a72e-4b55-83de-40308debb7f2,132.99,credit,2023-03-24T23:58:38
73b66899-99b3-4038-80c8-3e859cc5acb6,62d46cd4-1282-47a0-8f43-ea5123b86ea7,754.7,debit,2023-02-15T06:31:39
6528e897-d046-4ec5-b75a-1533fb66a64b,4f889f58-2670-445d-a0e6-0b7f20cfcd48,937.52,credit,2023-04-15T01:43:56
eab4b6e4-c564-4eeb-8ba5-270c9794b9cc,41eaae98-6c06-4656-93bd-7d3ebb98f12b,366.64,credit,2023-09-26T18:01:22
c689a851-381a-4564-9976-3c3f48bcdfff,a89ac95f-ea73-416e-b05b-72a7fc7956e5,113.23,debit,2023-02-16T18:48:19
1fa0159a-45fc-4490-9940-66590bd274ca,a8d1763b-20e0-4f6b-9be2-fb8ff9067288,410.16,credit,2024-02-09T05:04:45
27598328-9785-4a00-a915-dce80642aff5,07e99c7e-dd62-4ce5-a8de-ca0094687dfc,35.63,debit,2023-07-24T04:18:15
c955b1a0-06ca-4c08-aeec-71568c7560b4,524e2d81-4954-48cb-85fd-79f8a60a40dc,633.38,debit,2023-03-28T15:37:50
ab7498a1-9836-443b-91e9-9a3c220cf476,d797fc8a-959e-4889-9b11-616e011e1871,25.1,credit,2023-04-19T03:54:56
0f87fda8-2058-41b4-a4d2-652149545597,4ee110a0-5fa2-4bdc-893d-5ffb8b07a65e,185.19,debit,2023-03-01T09:11:47
17ceee13-2a4a-4d5b-ab5b-4ef43c62a962,33ebdf88-8a95-4deb-9342-8acb10a5a9d5,854.92,debit,2023-07-07T01:25:59
85c19bc1-ffb9-4578-849f-3e89e233d1e5,f86bfc75-2d18-45a5-ae83-d5ab7db0c1a5,546.99,credit,2023-01-05T19:12:38
f52a0cfc-86c6-4384-81ec-c1bdcdfa414a,1d78130a-0506-4a9b-bbbb-a7e0b7057fdf,131.68,credit,2023-01-25T09:54:18
e0aa0aaf-f81e-4b8a-9efd-675ee1223b1b,6751bebb-4a3a-4f0e-a84f-094e2cdaf627,623.31,debit,2024-06-11T17:28:01
ba2b7db9-3423-482a-950a-de3882af3e53,f90e6395-fd99-44a0-af34-a2dd7359dd4d,432.55,debit,2024-11-04T16:33:33
d868d158-8bed-43d3-9c8f-6bea6ab339f7,eb4e380c-2d2d-4480-83d1-97840fac0716,156.95,credit,2023-06-12T16:00:45
03156b1d-a56d-4e9f-bbbe-0c75dceed352,c97ee795-2ba8-4a8f-a7cb-829da59a7ce6,711.16,credit,2023-09-14T10:35:20
f86b0747-1078-49a3-b2a9-e6fa8b434037,970a7b41-d6c5-4dae-8b4d-a1087fcca2c2,744.63,debit,2023-11-22T15:48:53
25218e5d-0c8a-4c40-b51c-a1bbd2cd12b0,d6fea7c7-8353-4d53-ae37-efd464f50dc1,216.71,credit,2024-06-12T22:58:59
a58840ad-73a3-4ff9-a983-63c29888d73c,2d1ecf62-3efd-42e0-b884-3249e64883ef,326.78,debit,2023-12-12T04:47:37
f6b58289-79d5-4ddf-a6d3-7105b244e200,1bf0a43a-4bc7-46b0-a45a-09e6c548eba6,965.07,debit,2024-09-28T14:17:44
668f6a55-9518-4824-b2ca-fd5b42c2be37,bec8cc9b-5eb7-4491-bc8a-bccdc1592693,498.49,debit,2024-10-25T20:20:30
39168681-fce7-4fe7-a863-b1576abdc5b1,22700369-98a6-467d-aa36-8c948ec79874,57.36,debit,2023-07-18T10:57:18
a06b2859-bd9e-4177-8573-4080a23d6a61,03dc2f8d-b27e-47f6-8be8-7ae1f3340b7e,798.69,credit,2023-05-01T21:36:50
5077f6e0-ef9f-4f29-b1ea-a8b60bb8bfe8,62b5219a-090e-4cc9-a349-0c56fd8861a7,147.17,debit,2023-04-12T09:34:10
ee72f439-39e1-4502-b713-5c44a0226f66,301c89f1-34b8-4888-a562-cfce62d46a88,35.55,credit,2023-05-19T23:04:25
d573ae22-fa27-4e93-8f0a-470083d6d63f,643e1602-b5f0-4bc3-8d20-c51678f94def,286.82,debit,2024-01-07T07:44:29
53d90ccf-5fc6-449c-80bc-049872abdb45,d4a56dcf-7172-47b9-99ed-b6cf6d55c1f3,151.13,credit,2024-05-05T05:46:54
8b500137-7415-4d44-8e02-b3ef9edb9bef,e1136827-d121-404a-97e4-fc3890cf44b4,86.49,debit,2023-03-21T04:50:49
cff2a6d7-ad8d-43ba-887e-2dd56be7f55e,b408815c-d5cb-4360-9bcc-31b3b44dc93f,124.93,debit,2023-12-01T17:39:30
1a05ca9c-8677-4cfb-8064-35db9343577f,fabedcb0-2453-4eac-9cb3-fd46430c8f2a,731.89,debit,2024-07-24T09:27:13
9a2171a1-8588-43cf-9611-19b8e7cd575e,ab556b50-e5ca-491c-8014-9bdb22a7181f,955.62,credit,2024-04-29T05:23:58
